record_id,case_id,ic_name,recovered_ic_name,ic_correct,feature_set,single_snapshot,k_fixed,true_rhat,true_dhat,true_alpha,true_tau,estimated_rhat,estimated_dhat,estimated_alpha,estimated_dhat_over_rhat,estimated_tau,rhat_relative_error,dhat_relative_error,alpha_relative_error,rhat_signed_relative_error,dhat_signed_relative_error,dimensions_used,estimated_length_scale_ratio,loss,loss_at_true_parameters,estimate_loss_not_above_truth,success,any_start_succeeded,coarse_rhat,coarse_dhat
case_008|Random spaced|h0h1,case_008,Random spaced,Random spaced,True,h0h1,True,1.0,0.953,0.000142365,0.00014938614900314798,0.953,0.95298,0.00014235408,0.00014937782534785618,0.00014937782534785618,0.95298,2.0986358866641114e-05,7.670424612794557e-05,5.5719056601549334e-05,-2.0986358866641114e-05,-7.670424612794557e-05,h0h1,0.01222202214643126,2.4671113383774418e-08,0.0,False,True,True,0.95,0.000144
case_008|One central cluster|h0,case_008,One central cluster,One central cluster,True,h0,True,1.0,0.953,0.000142365,0.00014938614900314798,0.953,0.9533650000000001,0.00014236512,0.00014932908172630627,0.00014932908172630627,0.9533650000000001,0.0003830010493181225,8.429038034719881e-07,0.0003820118345811591,0.0003830010493181225,8.429038034719881e-07,h0,0.012220027893843216,1.0206679402869229e-06,0.0,False,True,True,0.95,0.000144
case_008|One central cluster|h0h1,case_008,One central cluster,One central cluster,True,h0h1,True,1.0,0.953,0.000142365,0.00014938614900314798,0.953,0.9525180000000001,0.00014239824,0.0001494966394335855,0.0001494966394335855,0.9525180000000001,0.0005057712486882177,0.00023348435359810542,0.0007396296857160094,-0.0005057712486882177,0.00023348435359810542,h0h1,0.012226881836085009,1.7841818139143248e-06,0.0,False,True,True,0.95,0.000144
case_008|Many clusters|h0,case_008,Many clusters,Many clusters,True,h0,True,1.0,0.953,0.000142365,0.00014938614900314798,0.953,0.9528260000000001,0.0001425528,0.00014961052700073255,0.00014961052700073255,0.9528260000000001,0.00018258132214049998,0.0013191444526392839,0.0015020000119277635,-0.00018258132214049998,0.0013191444526392839,h0,0.012231538210737542,1.4891260893687358e-06,0.0,False,True,True,0.95,0.000144
case_008|Many clusters|h0h1,case_008,Many clusters,Many clusters,True,h0h1,True,1.0,0.953,0.000142365,0.00014938614900314798,0.953,0.9529030000000001,0.00014235408,0.00014938989592854675,0.00014938989592854675,0.9529030000000001,0.00010178384050357054,7.670424612794557e-05,2.5082147332795095e-05,-0.00010178384050357054,-7.670424612794557e-05,h0h1,0.012222515941022402,2.193113573844e-07,0.0,False,True,True,0.95,0.000144
case_008|Clusters + singles|h0,case_008,Clusters + singles,Clusters + singles,True,h0,True,1.0,0.953,0.000142365,0.00014938614900314798,0.953,0.9528260000000001,0.00014229888,0.0001493440355321958,0.0001493440355321958,0.9528260000000001,0.00018258132214049998,0.0004644399957856045,0.0002819101451721231,-0.00018258132214049998,-0.0004644399957856045,h0,0.012220639734980972,5.477821413477875e-07,0.0,False,True,True,0.95,0.000136
case_008|Clusters + singles|h0h1,case_008,Clusters + singles,Clusters + singles,True,h0h1,True,1.0,0.953,0.000142365,0.00014938614900314798,0.953,0.9525950000000001,0.00014261904,0.00014971634325185415,0.00014971634325185415,0.9525950000000001,0.00042497376705128825,0.0017844273522283603,0.0022103404559897376,-0.00042497376705128825,0.0017844273522283603,h0h1,0.01223586299579454,8.911302050537622e-06,0.0,False,True,True,0.95,0.000144
case_009|Random spaced|h0,case_009,Random spaced,Random spaced,True,h0,True,1.0,0.659,0.000117963,0.00017900303490136569,0.659,0.6589170000000001,0.00011816544,0.00017933281429982831,0.00017933281429982831,0.6589170000000001,0.00012594840667669836,0.0017161313293151189,0.001842311772224108,-0.00012594840667669836,0.0017161313293151189,h0,0.013391520238562472,2.90669248551445e-06,0.0,False,True,True,0.65,0.00012
case_009|Random spaced|h0h1,case_009,Random spaced,Random spaced,True,h0h1,True,1.0,0.659,0.000117963,0.00017900303490136569,0.659,0.6592250000000001,0.00011812128,0.00017918203951609844,0.00017918203951609844,0.6592250000000001,0.00034142640364192824,0.0013417766587828397,0.001000008825724012,0.00034142640364192824,0.0013417766587828397,h0h1,0.01338588956760433,4.12786397041835e-06,0.0,False,True,True,0.65,0.00012
case_009|One central cluster|h0,case_009,One central cluster,One central cluster,True,h0,True,1.0,0.659,0.000117963,0.00017900303490136569,0.659,0.658378,0.00011791152,0.0001790939551443092,0.0001790939551443092,0.658378,0.0009438543247344634,0.0004364080262454866,0.0005079257063636543,-0.0009438543247344634,-0.0004364080262454866,h0,0.013382598968223967,3.950675575582902e-06,0.0,False,True,True,0.65,0.000112
case_009|One central cluster|h0h1,case_009,One central cluster,One central cluster,True,h0h1,True,1.0,0.659,0.000117963,0.00017900303490136569,0.659,0.6588400000000001,0.0001180992,0.0001792532329548904,0.0001792532329548904,0.6588400000000001,0.00024279210925635502,0.0011545993235167,0.0013977307907799903,-0.00024279210925635502,0.0011545993235167,h0h1,0.013388548575364336,3.7310971880219904e-06,0.0,False,True,True,0.65,0.00012
case_009|Many clusters|h0,case_009,Many clusters,Many clusters,True,h0,True,1.0,0.659,0.000117963,0.00017900303490136569,0.659,0.6589940000000001,0.00011796672,0.00017901030965380562,0.00017901030965380562,0.6589940000000001,9.104704097041714e-06,3.1535311919862466e-05,4.064038603557458e-05,-9.104704097041714e-06,3.1535311919862466e-05,h0,0.013379473444564461,1.8822709952378106e-09,0.0,False,True,True,0.65,0.000112
case_009|Many clusters|h0h1,case_009,Many clusters,Many clusters,True,h0h1,True,1.0,0.659,0.000117963,0.00017900303490136569,0.659,0.6592250000000001,0.00011797776000000001,0.00017896432932610262,0.00017896432932610262,0.6592250000000001,0.00034142640364192824,0.00012512397955304717,0.0002162285979363118,0.00034142640364192824,0.00012512397955304717,h0h1,0.013377755018167384,1.0171082768935913e-06,0.0,False,True,True,0.65,0.00012
case_009|Clusters + singles|h0,case_009,Clusters + singles,Clusters + singles,True,h0,True,1.0,0.659,0.000117963,0.00017900303490136569,0.659,0.6588400000000001,0.00011786736000000001,0.00017890134175217048,0.00017890134175217048,0.6588400000000001,0.00024279210925635502,0.0008107626967776509,0.00056810851978705,-0.00024279210925635502,-0.0008107626967776509,h0,0.013375400620249491,4.477994058143799e-07,0.0,False,True,True,0.65,0.00012
case_009|Clusters + singles|h0h1,case_009,Clusters + singles,Clusters + singles,True,h0h1,True,1.0,0.659,0.000117963,0.00017900303490136569,0.659,0.6588400000000001,0.0001179888,0.00017908566571549995,0.00017908566571549995,0.6588400000000001,0.00024279210925635502,0.00021871264718600208,0.00046161683336706354,-0.00024279210925635502,0.00021871264718600208,h0h1,0.01338228925541142,6.144646366010292e-07,0.0,False,True,True,0.65,0.00012
case_010|Random spaced|h0,case_010,Random spaced,Random spaced,True,h0,True,1.0,0.881,0.000147448,0.00016736435868331442,0.881,0.8809850000000001,0.00014764223999999998,0.00016758768878017216,0.00016758768878017216,0.8809850000000001,1.7026106696794804e-05,0.0013173457761379021,0.0013343946023796128,-1.7026106696794804e-05,0.0013173457761379021,h0,0.01294556637541101,7.644099121891248e-07,0.0,False,True,True,0.9,0.000152
case_010|Random spaced|h0h1,case_010,Random spaced,Random spaced,True,h0h1,True,1.0,0.881,0.000147448,0.00016736435868331442,0.881,0.8809850000000001,0.00014736624,0.00016727440308291286,0.00016727440308291286,0.8809850000000001,1.7026106696794804e-05,0.0005545005696923687,0.0005374836142489298,-1.7026106696794804e-05,-0.0005545005696923687,h0h1,0.01293346059965827,1.9770309818357458e-07,0.0,False,True,True,0.9,0.000144
case_010|One central cluster|h0,case_010,One central cluster,One central cluster,True,h0,True,1.0,0.881,0.000147448,0.00016736435868331442,0.881,0.8814470000000001,0.00014754288,0.00016738712594177525,0.00016738712594177525,0.8814470000000001,0.0005073779795687698,0.0006434810916390634,0.00013603409136776762,0.0005073779795687698,0.0006434810916390634,h0,0.0129378176653474,5.85390976557471e-07,0.0,False,True,True,0.9,0.000152
case_010|One central cluster|h0h1,case_010,One central cluster,One central cluster,True,h0h1,True,1.0,0.881,0.000147448,0.00016736435868331442,0.881,0.8811390000000001,0.00014755392,0.00016745816494332904,0.00016745816494332904,0.8811390000000001,0.00015777525539172673,0.0007183549454723698,0.0005604912584292625,0.00015777525539172673,0.0007183549454723698,h0h1,0.012940562775371442,4.793152750530975e-07,0.0,False,True,True,0.9,0.000152
case_010|Many clusters|h0,case_010,Many clusters,Many clusters,True,h0,True,1.0,0.881,0.000147448,0.00016736435868331442,0.881,0.8810620000000001,0.000147576,0.00016749786053648892,0.00016749786053648892,0.8810620000000001,7.037457434746596e-05,0.0008681026531387988,0.0007976719429679403,7.037457434746596e-05,0.0008681026531387988,h0,0.01294209645059443,2.607212372461051e-07,0.0,False,True,True,0.9,0.000152
case_010|Many clusters|h0h1,case_010,Many clusters,Many clusters,True,h0h1,True,1.0,0.881,0.000147448,0.00016736435868331442,0.881,0.880831,0.00014756496,0.00016752925362526977,0.00016752925362526977,0.880831,0.00019182746878544237,0.0007932287993054924,0.0009852452651962845,-0.00019182746878544237,0.0007932287993054924,h0h1,0.012943309222346107,7.68616617887332e-07,0.0,False,True,True,0.9,0.000144
case_010|Clusters + singles|h0,case_010,Clusters + singles,Clusters + singles,True,h0,True,1.0,0.881,0.000147448,0.00016736435868331442,0.881,0.8812160000000001,0.00014754288,0.00016743100443024182,0.00016743100443024182,0.8812160000000001,0.0002451759364359875,0.0006434810916390634,0.0003982075243003716,0.0002451759364359875,0.0006434810916390634,h0,0.012939513299589046,7.471746824430038e-07,0.0,False,True,True,0.9,0.000152
case_010|Clusters + singles|h0h1,case_010,Clusters + singles,Clusters + singles,True,h0h1,True,1.0,0.881,0.000147448,0.00016736435868331442,0.881,0.8809850000000001,0.00014738832,0.0001672994659386936,0.0001672994659386936,0.8809850000000001,1.7026106696794804e-05,0.0004047528620259397,0.0003877333569187047,-1.7026106696794804e-05,-0.0004047528620259397,h0h1,0.012934429478670236,3.1616810800332214e-07,0.0,False,True,True,0.9,0.000144
case_011|Random spaced|h0,case_011,Random spaced,Random spaced,True,h0,True,1.0,0.996,0.000128428,0.00012894377510040163,0.996,0.9960230000000001,0.00012852096,0.00012903412872995905,0.00012903412872995905,0.9960230000000001,2.3092369478018342e-05,0.0007238296944591353,0.0007007211436695353,2.3092369478018342e-05,0.0007238296944591353,h0,0.011359319025802518,1.7193068087546428e-07,0.0,False,True,True,1.0,0.000128
case_011|Random spaced|h0h1,case_011,Random spaced,Random spaced,True,h0h1,True,1.0,0.996,0.000128428,0.00012894377510040163,0.996,0.9962540000000001,0.00012810144000000002,0.00012858311233882123,0.00012858311233882123,0.9962540000000001,0.000255020080321373,0.00254274768742015,0.002797054462687889,0.000255020080321373,-0.00254274768742015,h0h1,0.011339449384287634,6.532521920982136e-06,0.0,False,True,True,1.0,0.000128
case_011|One central cluster|h0,case_011,One central cluster,One central cluster,True,h0,True,1.0,0.996,0.000128428,0.00012894377510040163,0.996,0.995715,0.00012845472,0.00012900751721125022,0.00012900751721125022,0.995715,0.00028614457831323265,0.00020805431837293234,0.0004943403494969751,-0.00028614457831323265,0.00020805431837293234,h0,0.011358147613552583,1.92027580597743e-06,0.0,False,True,True,1.0,0.000128
case_011|One central cluster|h0h1,case_011,One central cluster,One central cluster,True,h0h1,True,1.0,0.996,0.000128428,0.00012894377510040163,0.996,0.995715,0.00012849888,0.00012905186725117128,0.00012905186725117128,0.995715,0.00028614457831323265,0.0005519045690970676,0.0008382890192681356,-0.00028614457831323265,0.0005519045690970676,h0h1,0.011360099790546353,3.5684401782521302e-06,0.0,False,True,True,1.0,0.000128
case_011|Many clusters|h0,case_011,Many clusters,Many clusters,True,h0,True,1.0,0.996,0.000128428,0.00012894377510040163,0.996,0.9960230000000001,0.00012848784,0.00012900087648578395,0.00012900087648578395,0.9960230000000001,2.3092369478018342e-05,0.0004659420064159283,0.0004428394107265955,2.3092369478018342e-05,0.0004659420064159283,h0,0.011357855276670149,7.529901198319221e-08,0.0,False,True,True,1.0,0.000128
case_011|Many clusters|h0h1,case_011,Many clusters,Many clusters,True,h0h1,True,1.0,0.996,0.000128428,0.00012894377510040163,0.996,0.9960230000000001,0.00012832224,0.00012883461526490855,0.00012883461526490855,0.9960230000000001,2.3092369478018342e-05,0.0008234964337994735,0.0008465692539874729,2.3092369478018342e-05,-0.0008234964337994735,h0h1,0.011350533699562702,8.133086023187455e-07,0.0,False,True,True,1.0,0.000128
case_011|Clusters + singles|h0,case_011,Clusters + singles,Clusters + singles,True,h0,True,1.0,0.996,0.000128428,0.00012894377510040163,0.996,0.9962540000000001,0.00012841056,0.0001288933946563828,0.0001288933946563828,0.9962540000000001,0.000255020080321373,0.00013579593235120294,0.0003907163721520497,0.000255020080321373,-0.00013579593235120294,h0,0.01135312268304993,1.9667601041244724e-06,0.0,False,True,True,1.0,0.000128
case_011|Clusters + singles|h0h1,case_011,Clusters + singles,Clusters + singles,True,h0h1,True,1.0,0.996,0.000128428,0.00012894377510040163,0.996,0.9960230000000001,0.00012826704,0.00012877919485795004,0.00012877919485795004,0.9960230000000001,2.3092369478018342e-05,0.0012533092472047482,0.0012763721422258461,2.3092369478018342e-05,-0.0012533092472047482,h0h1,0.011348092124139196,3.1952206921556038e-06,0.0,False,True,True,1.0,0.000128
case_012|Random spaced|h0,case_012,Random spaced,Random spaced,True,h0,True,1.0,0.785,0.000148539,0.0001892216560509554,0.785,0.785043,0.00014858064,0.00018926433329129742,0.00018926433329129742,0.785043,5.477707006371369e-05,0.00028033041827407414,0.00022554099373557412,5.477707006371369e-05,0.00028033041827407414,h0,0.01375733743466727,6.553478634656756e-08,0.0,False,True,True,0.8,0.000152
case_012|Random spaced|h0h1,case_012,Random spaced,Random spaced,True,h0h1,True,1.0,0.785,0.000148539,0.0001892216560509554,0.785,0.78512,0.00014842607999999998,0.00018904890972080697,0.00018904890972080697,0.78512,0.000152866242038228,0.0007602043907661408,0.0009129310764614833,0.000152866242038228,-0.0007602043907661408,h0h1,0.01374950579914809,8.632734880946312e-07,0.0,False,True,True,0.8,0.000152
case_012|One central cluster|h0,case_012,One central cluster,One central cluster,True,h0,True,1.0,0.785,0.000148539,0.0001892216560509554,0.785,0.785043,0.00014848128,0.0001891377669758217,0.0001891377669758217,0.785043,5.477707006371369e-05,0.0003885848161088951,0.0004433376014376839,5.477707006371369e-05,-0.0003885848161088951,h0,0.013752736708590828,2.824538316890526e-07,0.0,False,True,True,0.8,0.000152
case_012|One central cluster|h0h1,case_012,One central cluster,One central cluster,True,h0h1,True,1.0,0.785,0.000148539,0.0001892216560509554,0.785,0.7847350000000001,0.00014853648,0.00018928234372112877,0.00018928234372112877,0.7847350000000001,0.00033757961783434354,1.6965241451649413e-05,0.00032072264581087603,-0.00033757961783434354,-1.6965241451649413e-05,h0h1,0.013757991994514635,3.258454474616079e-07,0.0,False,True,True,0.8,0.000152
case_012|Many clusters|h0,case_012,Many clusters,Many clusters,True,h0,True,1.0,0.785,0.000148539,0.0001892216560509554,0.785,0.784966,0.00014844816,0.0001891141272360841,0.0001891141272360841,0.784966,4.331210191080063e-05,0.0006115565609030965,0.0005682690719202599,-4.331210191080063e-05,-0.0006115565609030965,h0,0.013751877225894802,1.3502502913631294e-07,0.0,False,True,True,0.8,0.000152
case_012|Many clusters|h0h1,case_012,Many clusters,Many clusters,True,h0h1,True,1.0,0.785,0.000148539,0.0001892216560509554,0.785,0.78512,0.00014842607999999998,0.00018904890972080697,0.00018904890972080697,0.78512,0.000152866242038228,0.0007602043907661408,0.0009129310764614833,0.000152866242038228,-0.0007602043907661408,h0h1,0.01374950579914809,6.195454981034157e-07,0.0,False,True,True,0.8,0.000144
case_012|Clusters + singles|h0,case_012,Clusters + singles,Clusters + singles,True,h0,True,1.0,0.785,0.000148539,0.0001892216560509554,0.785,0.78512,0.0001485144,0.00018916140207866314,0.00018916140207866314,0.78512,0.000152866242038228,0.0001656130713145112,0.0003184306360579734,0.000152866242038228,-0.0001656130713145112,h0,0.013753595969006183,4.4677678216421884e-07,0.0,False,True,True,0.8,0.000152
case_012|Clusters + singles|h0h1,case_012,Clusters + singles,Clusters + singles,True,h0h1,True,1.0,0.785,0.000148539,0.0001892216560509554,0.785,0.785043,0.00014860272,0.00018929245913918092,0.00018929245913918092,0.785043,5.477707006371369e-05,0.00042897824813693596,0.0003741806815518855,5.477707006371369e-05,0.00042897824813693596,h0h1,0.013758359609313202,3.686720555404036e-07,0.0,False,True,True,0.8,0.000152
case_013|Random spaced|h0,case_013,Random spaced,Random spaced,True,h0,True,1.0,0.761,0.000149902,0.00019698028909329827,0.761,0.761096,0.0001499496,0.00019701798459064297,0.00019701798459064297,0.761096,0.00012614980289091325,0.00031754079331845514,0.00019136684953717563,0.00012614980289091325,0.00031754079331845514,h0,0.014036309507510975,3.634663180241847e-07,0.0,False,True,True,0.75,0.000144
case_013|Random spaced|h0h1,case_013,Random spaced,Random spaced,True,h0h1,True,1.0,0.761,0.000149902,0.00019698028909329827,0.761,0.761096,0.00014985024,0.00019688743601332814,0.00019688743601332814,0.761096,0.00012614980289091325,0.0003452922576082295,0.0004713825956775876,0.00012614980289091325,-0.0003452922576082295,h0h1,0.014031658348653168,4.43580232730906e-07,0.0,False,True,True,0.75,0.000152
case_013|One central cluster|h0,case_013,One central cluster,One central cluster,True,h0,True,1.0,0.761,0.000149902,0.00019698028909329827,0.761,0.760942,0.000149784,0.0001968402322384623,0.0001968402322384623,0.760942,7.621550591327529e-05,0.0007871809582259589,0.0007110196430345135,-7.621550591327529e-05,-0.0007871809582259589,h0,0.014029976202348396,6.577009401829752e-07,0.0,False,True,True,0.75,0.000144
case_013|One central cluster|h0h1,case_013,One central cluster,One central cluster,True,h0h1,True,1.0,0.761,0.000149902,0.00019698028909329827,0.761,0.7610190000000001,0.00014975088,0.00019677679532311278,0.00019677679532311278,0.7610190000000001,2.496714848896487e-05,0.001008125308534914,0.0010330666642950584,2.496714848896487e-05,-0.001008125308534914,h0h1,0.014027715256702097,9.175171004432681e-07,0.0,False,True,True,0.75,0.000152
case_013|Many clusters|h0,case_013,Many clusters,Many clusters,True,h0,True,1.0,0.761,0.000149902,0.00019698028909329827,0.761,0.7610190000000001,0.00014999376,0.00019709594635613565,0.00019709594635613565,0.7610190000000001,2.496714848896487e-05,0.0006121332603969415,0.000587151452410575,2.496714848896487e-05,0.0006121332603969415,h0,0.014039086378968385,1.4593977637744712e-07,0.0,False,True,True,0.75,0.000144
case_013|Many clusters|h0h1,case_013,Many clusters,Many clusters,True,h0h1,True,1.0,0.761,0.000149902,0.00019698028909329827,0.761,0.7608650000000001,0.00014988336,0.00019699074080158766,0.00019699074080158766,0.7608650000000001,0.00017739816031522366,0.00012434790729927433,5.3059665703112834e-05,-0.00017739816031522366,-0.00012434790729927433,h0h1,0.014035338998456277,4.0571360015152364e-07,0.0,False,True,True,0.75,0.000152
case_013|Clusters + singles|h0,case_013,Clusters + singles,Clusters + singles,True,h0,True,1.0,0.761,0.000149902,0.00019698028909329827,0.761,0.761096,0.00014980608,0.00019682941442341045,0.00019682941442341045,0.761096,0.00012614980289091325,0.0006398847246867158,0.0007659379046619115,0.00012614980289091325,-0.0006398847246867158,h0,0.014029590671983642,8.941440904041685e-07,0.0,False,True,True,0.75,0.000144
case_013|Clusters + singles|h0h1,case_013,Clusters + singles,Clusters + singles,True,h0h1,True,1.0,0.761,0.000149902,0.00019698028909329827,0.761,0.760942,0.00014998272,0.0001971013822341256,0.0001971013822341256,0.760942,7.621550591327529e-05,0.0005384851436272295,0.0006147475028325253,-7.621550591327529e-05,0.0005384851436272295,h0h1,0.014039279975630004,4.695664162252812e-07,0.0,False,True,True,0.75,0.000152
case_014|Random spaced|h0,case_014,Random spaced,Random spaced,True,h0,True,1.0,0.675,0.000116995,0.0001733259259259259,0.675,0.675087,0.00011698416,0.0001732875318292309,0.0001732875318292309,0.675087,0.00012888888888881218,9.265353220222552e-05,0.00022151387041435813,0.00012888888888881218,-9.265353220222552e-05,h0,0.013163872220180159,5.768058355704196e-07,0.0,False,True,True,0.65,0.000112
case_014|Random spaced|h0h1,case_014,Random spaced,Random spaced,True,h0h1,True,1.0,0.675,0.000116995,0.0001733259259259259,0.675,0.675241,0.00011712768,0.00017346055704555856,0.00017346055704555856,0.675241,0.00035703703703694175,0.0011340655583571794,0.0007767511923760838,0.00035703703703694175,0.0011340655583571794,h0h1,0.013170442553139912,4.33003152264276e-06,0.0,False,True,True,0.65,0.00012
case_014|One central cluster|h0,case_014,One central cluster,One central cluster,True,h0,True,1.0,0.675,0.000116995,0.0001733259259259259,0.675,0.6753950000000001,0.00011701728,0.00017325754558443577,0.00017325754558443577,0.6753950000000001,0.0005851851851852359,0.00019043548869609867,0.00039451882991448697,0.0005851851851852359,0.00019043548869609867,h0,0.013162733211017982,1.769425853174361e-06,0.0,False,True,True,0.65,0.000112
case_014|One central cluster|h0h1,case_014,One central cluster,One central cluster,True,h0h1,True,1.0,0.675,0.000116995,0.0001733259259259259,0.675,0.675087,0.00011697312,0.00017327117838145307,0.00017327117838145307,0.675087,0.00012888888888881218,0.00018701653916833357,0.0003158647166046975,0.00012888888888881218,-0.00018701653916833357,h0h1,0.013163251056690101,2.815212117727802e-07,0.0,False,True,True,0.65,0.00012
case_014|Many clusters|h0,case_014,Many clusters,Many clusters,True,h0,True,1.0,0.675,0.000116995,0.0001733259259259259,0.675,0.674933,0.00011690687999999999,0.00017321257072924274,0.00017321257072924274,0.674933,9.92592592593174e-05,0.0007531945809650978,0.0006540002372848558,-9.92592592593174e-05,-0.0007531945809650978,h0,0.013161024683862679,2.5376089643343956e-07,0.0,False,True,True,0.65,0.000112
case_014|Many clusters|h0h1,case_014,Many clusters,Many clusters,True,h0h1,True,1.0,0.675,0.000116995,0.0001733259259259259,0.675,0.674933,0.00011689584,0.0001731962135500857,0.0001731962135500857,0.674933,9.92592592593174e-05,0.0008475575879310901,0.0007483726115828469,-9.92592592593174e-05,-0.0008475575879310901,h0h1,0.01316040324420516,7.627999467340441e-07,0.0,False,True,True,0.65,0.00012
case_014|Clusters + singles|h0,case_014,Clusters + singles,Clusters + singles,True,h0,True,1.0,0.675,0.000116995,0.0001733259259259259,0.675,0.675087,0.0001171056,0.00017346741975478717,0.00017346741975478717,0.675087,0.00012888888888881218,0.0009453395444249632,0.0008163454376798443,0.00012888888888881218,0.0009453395444249632,h0,0.013170703085059172,5.238727582682595e-07,0.0,False,True,True,0.7,0.00012
case_014|Clusters + singles|h0h1,case_014,Clusters + singles,Clusters + singles,True,h0h1,True,1.0,0.675,0.000116995,0.0001733259259259259,0.675,0.674933,0.00011691792,0.0001732289279083998,0.0001732289279083998,0.674933,9.92592592593174e-05,0.000658831573998874,0.0005596278629867083,-9.92592592593174e-05,-0.000658831573998874,h0h1,0.013161646094178334,7.217886861444603e-07,0.0,False,True,True,0.65,0.00012
case_015|Random spaced|h0,case_015,Random spaced,Random spaced,True,h0,True,1.0,0.64,0.000120253,0.0001878953125,0.64,0.6400520000000001,0.00012029616,0.0001879474792673095,0.0001879474792673095,0.6400520000000001,8.125000000008126e-05,0.00035890996482413793,0.0002776374067848098,8.125000000008126e-05,0.00035890996482413793,h0,0.013709393832963932,1.1685766472323897e-07,0.0,False,True,True,0.65,0.00012
case_015|Random spaced|h0h1,case_015,Random spaced,Random spaced,True,h0h1,True,1.0,0.64,0.000120253,0.0001878953125,0.64,0.6400520000000001,0.00012015263999999999,0.0001877232474861417,0.0001877232474861417,0.6400520000000001,8.125000000008126e-05,0.0008345737736273861,0.0009157493689912099,8.125000000008126e-05,-0.0008345737736273861,h0h1,0.013701213358171666,5.635773482241401e-07,0.0,False,True,True,0.65,0.00012
case_015|One central cluster|h0,case_015,One central cluster,One central cluster,True,h0,True,1.0,0.64,0.000120253,0.0001878953125,0.64,0.64036,0.00012030720000000001,0.00018787432069460928,0.00018787432069460928,0.64036,0.0005625000000000421,0.00045071640624358997,0.00011172075083409876,0.0005625000000000421,0.00045071640624358997,h0,0.013706725381892252,1.078775566052398e-06,0.0,False,True,True,0.65,0.00012
case_015|One central cluster|h0h1,case_015,One central cluster,One central cluster,True,h0h1,True,1.0,0.64,0.000120253,0.0001878953125,0.64,0.6395900000000001,0.00012031824,0.00018811776294188462,0.00018811776294188462,0.6395900000000001,0.0006406249999998601,0.0005425228476628166,0.0011839062876283148,-0.0006406249999998601,0.0005425228476628166,h0h1,0.013715602901144543,5.295771523588857e-06,0.0,False,True,True,0.65,0.00012
case_015|Many clusters|h0,case_015,Many clusters,Many clusters,True,h0,True,1.0,0.64,0.000120253,0.0001878953125,0.64,0.6398980000000001,0.00012029616,0.00018799271133836953,0.00018799271133836953,0.6398980000000001,0.00015937499999989918,0.00035890996482413793,0.0005183675796571011,-0.00015937499999989918,0.00035890996482413793,h0,0.013711043408084211,4.2316326434986846e-07,0.0,False,True,True,0.65,0.00012
case_015|Many clusters|h0h1,case_015,Many clusters,Many clusters,True,h0h1,True,1.0,0.64,0.000120253,0.0001878953125,0.64,0.640206,0.00012021888000000001,0.00018778155781107956,0.00018778155781107956,0.640206,0.0003218750000000617,0.0002837351251111247,0.0006054152570752596,0.0003218750000000617,-0.0002837351251111247,h0h1,0.013703341118540381,7.673043848240495e-07,0.0,False,True,True,0.65,0.00012
case_015|Clusters + singles|h0,case_015,Clusters + singles,Clusters + singles,True,h0,True,1.0,0.64,0.000120253,0.0001878953125,0.64,0.640206,0.000120252,0.00018783329115940804,0.00018783329115940804,0.640206,0.0003218750000000617,8.315800853219402e-06,0.00033008455488715783,0.0003218750000000617,-8.315800853219402e-06,h0,0.013705228606608794,9.651404524256415e-07,0.0,False,True,True,0.65,0.00012
case_015|Clusters + singles|h0h1,case_015,Clusters + singles,Clusters + singles,True,h0h1,True,1.0,0.64,0.000120253,0.0001878953125,0.64,0.6399750000000001,0.00012034032,0.00018803909527715924,0.00018803909527715924,0.6399750000000001,3.906249999990896e-05,0.0007261357305014953,0.0007652281222250057,-3.906249999990896e-05,0.0007261357305014953,h0h1,0.013712734784759721,6.957413478609416e-07,0.0,False,True,True,0.65,0.00012
