mode,n_frames,ic_name,case_id,true_rhat,true_dhat,true_tau,true_alpha,estimated_rhat,estimated_dhat,estimated_tau,estimated_alpha,estimated_dhat_over_rhat,estimated_length_scale_ratio,rhat_relative_error,dhat_relative_error,alpha_relative_error
multi_frame,3,Clusters + singles,case_000,0.739,9.5759e-05,0.739,0.00012957916102841678,0.739998,0.00010822944,0.739998,0.00014625639528755482,0.00014625639528755482,0.01209365103215546,0.0013504736129906015,0.13022734155536292,0.12870305785882277
multi_frame,3,Clusters + singles,case_001,0.852,9.968e-05,0.852,0.00011699530516431924,0.8553440000000001,0.00010468559999999999,0.8553440000000001,0.00012239005593071324,0.00012239005593071324,0.01106300392889351,0.003924882629108128,0.0502166934189406,0.04611083118948319
multi_frame,3,Clusters + singles,case_002,0.554,8.8424e-05,0.554,0.0001596101083032491,0.5591250000000001,0.00010135152,0.5591250000000001,0.00018126808853118707,0.00018126808853118707,0.01346358379225929,0.009250902527075895,0.14619922193069743,0.1356930363507378
multi_frame,3,Clusters + singles,case_003,0.446,9.7078e-05,0.446,0.00021766367713004482,0.45471300000000003,0.00011444496,0.45471300000000003,0.0002516861404886159,0.0002516861404886159,0.015864619140988412,0.01953587443946194,0.1788969694472487,0.15630749148028086
multi_frame,3,Clusters + singles,case_004,0.919,0.000132925,0.919,0.00014464091403699672,0.9213330000000001,0.00014573232,0.9213330000000001,0.0001581755130881017,0.0001581755130881017,0.01257678468799167,0.0025386289445049285,0.09634997178860268,0.0935737937029563
multi_frame,3,Clusters + singles,case_005,0.593,0.000129431,0.593,0.0002182647554806071,0.592774,0.00015073344,0.592774,0.00025428483705425677,0.00025428483705425677,0.01594631107981582,0.00038111298482284737,0.16458530027582272,0.16502930807282834
multi_frame,3,Clusters + singles,case_006,0.712,0.000126296,0.712,0.00017738202247191012,0.7123550000000001,0.000132948,0.7123550000000001,0.00018663166539155336,0.00018663166539155336,0.01366132004571862,0.0004985955056181254,0.05266991828719836,0.052145323357715115
multi_frame,3,Clusters + singles,case_007,0.809,0.000106114,0.809,0.00013116687268232384,0.8130710000000001,0.00010966464,0.8130710000000001,0.00013487707715562354,0.00013487707715562354,0.011613659076950018,0.005032138442521689,0.03346061782611163,0.028286139613052583
multi_frame,3,Clusters + singles,case_008,0.953,0.000142365,0.953,0.00014938614900314798,0.955752,0.00015482928,0.955752,0.00016199733822163073,0.00016199733822163073,0.012727817496398616,0.0028877229800630512,0.08755157517648299,0.0844200704190922
multi_frame,3,Clusters + singles,case_009,0.659,0.000117963,0.659,0.00017900303490136569,0.6603030000000001,0.00012669936,0.6603030000000001,0.0001918806366168259,0.0001918806366168259,0.013852098635832257,0.00197723823975729,0.07406017140967934,0.07194068928806724
multi_frame,3,Clusters + singles,case_010,0.881,0.000147448,0.881,0.00016736435868331442,0.883372,0.00016250208,0.883372,0.00018395656642954496,0.00018395656642954496,0.013563058889112918,0.002692395005675415,0.10209755303564647,0.09913823873113985
multi_frame,3,Clusters + singles,case_011,0.996,0.000128428,0.996,0.00012894377510040163,0.9961000000000001,0.00013382016,0.9961000000000001,0.00013434410199779137,0.00013434410199779137,0.011590690315843633,0.00010040160642580323,0.041985859781356,0.041881253229826686
multi_frame,3,Clusters + singles,case_012,0.785,0.000148539,0.785,0.0001892216560509554,0.783118,0.0001625904,0.783118,0.00020761928598244455,0.00020761928598244455,0.014409000172893488,0.002397452229299427,0.09459737846626143,0.09722793001312105
multi_frame,3,Clusters + singles,case_013,0.761,0.000149902,0.761,0.00019698028909329827,0.7613270000000001,0.00015677232,0.7613270000000001,0.00020591982157469786,0.00020591982157469786,0.01434990667477311,0.00042969776609734197,0.045832076956945314,0.04538287826943664
multi_frame,3,Clusters + singles,case_014,0.675,0.000116995,0.675,0.0001733259259259259,0.6810160000000001,0.0001290288,0.6810160000000001,0.00018946515206691176,0.00018946515206691176,0.013764634105813047,0.008912592592592623,0.10285738706782341,0.09311489931335057
multi_frame,3,Clusters + singles,case_015,0.64,0.000120253,0.64,0.0001878953125,0.645057,0.00012762671999999998,0.645057,0.00019785339900194865,0.00019785339900194865,0.014066037075237242,0.007901562499999966,0.061318387067266354,0.05299805710665964
