mode,n_frames,ic_name,recovered_ic_name,ic_correct,case_id,true_rhat,true_dhat,true_tau,true_alpha,estimated_rhat,estimated_dhat,estimated_tau,estimated_alpha,estimated_dhat_over_rhat,estimated_length_scale_ratio,rhat_relative_error,dhat_relative_error,alpha_relative_error
multi_frame,3,Many clusters,Many clusters,True,case_009,0.659,0.000117963,0.659,0.00017900303490136569,0.6499080000000002,0.00012948144,0.6499080000000002,0.00019923041415092593,0.00019923041415092593,0.014114900430074805,0.013796661608497539,0.09764451565321339,0.11300020282173395
multi_frame,3,Many clusters,Many clusters,True,case_010,0.881,0.000147448,0.881,0.00016736435868331442,0.9077810000000001,0.00014465040000000002,0.9077810000000001,0.00015934504026852292,0.00015934504026852292,0.012623194535002736,0.030398410896708347,0.018973468612663323,0.047915329630997455
multi_frame,3,Many clusters,Many clusters,True,case_011,0.996,0.000128428,0.996,0.00012894377510040163,1.004262,0.00013757376,1.004262,0.0001369899090078087,0.0001369899090078087,0.011704268836958963,0.008295180722891558,0.07121313109290793,0.06240032836902738
multi_frame,3,Many clusters,Many clusters,True,case_012,0.785,0.000148539,0.785,0.0001892216560509554,0.7839650000000001,0.00015355968000000002,0.7839650000000001,0.0001958756832256542,0.0001958756832256542,0.01399555941095797,0.0013184713375794868,0.03380041605235005,0.03516525176646243
multi_frame,3,Many clusters,Many clusters,True,case_013,0.761,0.000149902,0.761,0.00019698028909329827,0.751009,0.00015951024,0.751009,0.00021239457849373311,0.00021239457849373311,0.014573763360701762,0.013128777923784458,0.06409680991581182,0.07825295348781819
multi_frame,3,Many clusters,Many clusters,True,case_014,0.675,0.000116995,0.675,0.0001733259259259259,0.6685420000000001,0.00011923631999999999,0.6685420000000001,0.0001783527736477289,0.0001783527736477289,0.013354878271542909,0.009567407407407353,0.019157399888884052,0.029002283962707914
multi_frame,3,Many clusters,Many clusters,True,case_015,0.64,0.000120253,0.64,0.0001878953125,0.6395900000000001,0.00011535024,0.6395900000000001,0.0001803502869025469,0.0001803502869025469,0.013429455942164855,0.0006406249999998601,0.04077037579104056,0.040155475392463995
multi_frame,3,Clusters + singles,Clusters + singles,True,case_000,0.739,9.5759e-05,0.739,0.00012957916102841678,0.7436170000000001,0.00010281984,0.7436170000000001,0.00013826988893476076,0.00013826988893476076,0.01175882174942544,0.006247631935047487,0.07373552355392177,0.06706887000478493
multi_frame,3,Clusters + singles,Clusters + singles,True,case_001,0.852,9.968e-05,0.852,0.00011699530516431924,0.8594250000000001,0.00010532592000000001,0.8594250000000001,0.00012255394013439217,0.00012255394013439217,0.011070408309289778,0.008714788732394514,0.056640449438202393,0.04751160708770202
multi_frame,3,Clusters + singles,Clusters + singles,True,case_002,0.554,8.8424e-05,0.554,0.0001596101083032491,0.566902,9.351311999999999e-05,0.566902,0.0001649546482460813,0.0001649546482460813,0.012843467142718173,0.02328880866425987,0.05755360535601178,0.03348497159514433
multi_frame,3,Clusters + singles,Clusters + singles,True,case_003,0.446,9.7078e-05,0.446,0.00021766367713004482,0.465955,9.983904000000001e-05,0.465955,0.00021426755802598965,0.00021426755802598965,0.014637880926759503,0.044742152466367716,0.028441459444982515,0.015602599151286657
multi_frame,3,Clusters + singles,Clusters + singles,True,case_004,0.919,0.000132925,0.919,0.00014464091403699672,0.9269540000000001,0.00013171152,0.9269540000000001,0.0001420906754811997,0.0001420906754811997,0.011920179339305248,0.008655059847660518,0.009129057739326662,0.017631515762854787
multi_frame,3,Clusters + singles,Clusters + singles,True,case_005,0.593,0.000129431,0.593,0.0002182647554806071,0.6030920000000001,0.00013041984,0.6030920000000001,0.00021625198145556562,0.00021625198145556562,0.014705508541208822,0.017018549747049076,0.007639900796563439,0.009221708839842073
multi_frame,3,Clusters + singles,Clusters + singles,True,case_006,0.712,0.000126296,0.712,0.00017738202247191012,0.7165130000000001,0.00012590448,0.7165130000000001,0.000175718347050228,0.000175718347050228,0.013255879716194923,0.006338483146067557,0.00310001900297702,0.009379053178546223
multi_frame,3,Clusters + singles,Clusters + singles,True,case_007,0.809,0.000106114,0.809,0.00013116687268232384,0.8079120000000001,0.00010775472,0.8079120000000001,0.00013337432789709767,0.00013337432789709767,0.011548780364051334,0.001344870210135943,0.015461861771302569,0.01682936529347714
multi_frame,3,Clusters + singles,Clusters + singles,True,case_008,0.953,0.000142365,0.953,0.00014938614900314798,0.969843,0.00013850112,0.969843,0.0001428077740417779,0.0001428077740417779,0.011950220669166654,0.0176736621196223,0.02714065957222637,0.04403604353728581
multi_frame,3,Clusters + singles,Clusters + singles,True,case_009,0.659,0.000117963,0.659,0.00017900303490136569,0.673701,0.00011281103999999999,0.673701,0.00016744971433915043,0.00016744971433915043,0.012940236255152006,0.022308042488619065,0.04367437247272454,0.06454259598772374
multi_frame,3,Clusters + singles,Clusters + singles,True,case_010,0.881,0.000147448,0.881,0.00016736435868331442,0.8790600000000001,0.00015970896,0.8790600000000001,0.00018168152344549859,0.00018168152344549859,0.013478928868626712,0.002202043132803566,0.08315446801584292,0.08554488467449033
multi_frame,3,Clusters + singles,Clusters + singles,True,case_011,0.996,0.000128428,0.996,0.00012894377510040163,1.006264,0.00013179984,1.006264,0.00013097938513153605,0.00013097938513153605,0.011444622542117151,0.010305220883534187,0.026254710810726497,0.015786803430792955
multi_frame,3,Clusters + singles,Clusters + singles,True,case_012,0.785,0.000148539,0.785,0.0001892216560509554,0.786891,0.00015538128,0.786891,0.00019746226605717946,0.00019746226605717946,0.014052126744987018,0.0024089171974521987,0.04606386201603623,0.04355003638698184
multi_frame,3,Clusters + singles,Clusters + singles,True,case_013,0.761,0.000149902,0.761,0.00019698028909329827,0.7687190000000002,0.0001520472,0.7687190000000002,0.0001977929516507332,0.0001977929516507332,0.01406388821239465,0.010143232588699267,0.014310682979546735,0.004125603435631174
multi_frame,3,Clusters + singles,Clusters + singles,True,case_014,0.675,0.000116995,0.675,0.0001733259259259259,0.6904870000000001,0.00012248208,0.6904870000000001,0.00017738506300625498,0.00017738506300625498,0.013318598387452599,0.022943703703703744,0.046900123936920286,0.02341909935657185
multi_frame,3,Clusters + singles,Clusters + singles,True,case_015,0.64,0.000120253,0.64,0.0001878953125,0.649446,0.00012317760000000002,0.649446,0.00018966565349544078,0.00018966565349544078,0.013771915389496146,0.014759374999999929,0.024320391175272266,0.009421954022619868
